date,strain_score,skin_temperature,avg_heart_rate,heart_rate_variability,max_heart_rate,resting_heart_rate,blood_oxygenation,total_calories_burned,recovery_score,deep_sleep,deep_sleep_percent,light_sleep,light_sleep_percent,nap_count,nap_sleep,rem_sleep,rem_sleep_percent,sleep_end_time,sleep_score,sleep_start_time,time_awake,time_in_bed,total_sleep,sleep_consistency,sleep_cycles,sleep_disturbances,sleep_disturbances_/_hour,sleep_disturbances_duration,sleep_onset_latency,sleep_respiratory_rate,time_asleep_percent,time_awake_percent,day_of_week,nap,recovery_level_cat
2020-03-19,8.224826142,,74.0,45.919236,161.0,68.0,,1721.558551,54.0,2.144067222,24.21638828,5.816957778,65.70022931,,,0.892761111,10.08338241,10.36666667,92.0,0.55,0.979387222,9.821865,8.853786111,,4.0,15.0,1.527204864,33.24508333,1.6983,15.761719,90.03996788,9.960032118,Thursday,False,yellow
2020-03-20,5.857043224,,74.0,43.193936,152.0,67.0,,1803.908864,39.0,1.501293889,25.20304541,3.512742778,58.97034312,,,0.942758889,15.82661147,10.98333333,72.0,4.5,0.536615556,6.4861375,5.956795556,,3.0,9.0,1.387574654,16.8549,1.153566667,16.757812,91.73599906,8.264000945,Friday,False,yellow
2020-03-21,10.06459337,,72.0,43.456096,204.0,64.0,,2017.946203,45.0,1.860383889,25.67057338,4.260585556,58.78984159,,,1.126176389,15.53958503,10.88333333,82.0,2.883333333,0.750251944,7.988976944,7.247145833,70.0,3.0,11.0,1.376897202,21.78961667,0.0,15.761719,90.6187992,9.381200802,Saturday,False,yellow
2020-03-22,11.98494821,,71.0,48.076607,166.0,60.0,,2494.126154,65.0,2.485482222,26.66962422,5.565886944,59.7228626,,,1.268155556,13.60751319,11.11666667,100.0,1.083333333,0.709876111,10.01866528,9.319524722,73.0,6.0,16.0,1.597019119,34.73513333,1.0254,16.171875,92.92204866,7.077951344,Sunday,False,yellow
2020-03-23,13.07291728,,76.0,46.465322,169.0,63.0,,2559.068494,66.0,1.634990556,17.38658555,5.867228056,62.39244757,,,1.901528611,20.22096688,12.46666667,100.0,2.616666667,0.462284444,9.854976667,9.403747222,70.0,4.0,6.0,0.608829448,12.40083333,1.682283333,15.3515625,95.31438313,4.685616873,Monday,False,yellow
2020-03-24,4.890910268,,71.0,40.36801,142.0,68.0,,2104.34491,24.0,0.191973889,17.21436998,0.630981944,56.5803855,2.0,8.299781667,0.292239722,26.20524452,3.683333333,14.0,2.533333333,0.033421667,1.147424167,1.115195556,27.0,1.0,1.0,0.87151729,1.9867,0.0,18.046875,97.09026941,2.909730589,Tuesday,True,red
2020-03-25,5.233845379,,69.0,82.204066,160.0,64.0,,1493.917724,98.0,1.051577222,27.34861783,1.734718056,45.11522326,1.0,1.944773056,1.058788333,27.53615891,9.816666667,100.0,5.566666667,0.415756389,4.25591,3.845083611,46.0,3.0,10.0,2.349673748,22.87905,1.858516667,15.8203125,90.24238439,9.757615608,Wednesday,True,green
2020-03-26,6.485904111,,72.0,47.81836,147.0,65.0,,2144.280107,60.0,1.710655833,22.03246561,4.834905278,62.27137112,,,1.218689444,15.69616328,11.58333333,100.0,3.666666667,0.162023333,7.917413333,7.764250556,49.0,5.0,4.0,0.505215508,7.930766667,1.6983,15.644531,97.95587011,2.044129885,Thursday,False,yellow
2020-03-27,7.081545932,,71.0,74.35502,156.0,65.0,,1874.671601,85.0,1.043023611,20.65241975,3.757350556,74.39753039,,,0.249995833,4.950049864,11.35,65.0,6.1,0.216840556,5.262075833,5.05037,63.0,1.0,3.0,0.570117211,5.960083333,0.0,16.02539,95.8831994,4.116800596,Friday,False,green
2020-03-28,6.257527365,,74.0,49.85256,150.0,65.0,,2152.947333,52.0,1.309328889,19.62492844,4.878488333,73.12141758,,,0.483946667,7.253653977,11.75,73.0,4.45,0.636346111,7.300042222,6.671763889,78.0,2.0,13.0,1.780811618,29.3038,2.61155,15.996094,91.29260354,8.707396456,Saturday,False,yellow
2020-03-29,11.17314129,,78.0,49.77539,166.0,70.0,,2007.046935,44.0,1.151311111,22.73867026,3.011143889,59.47081318,,,0.900774722,17.79051656,12.93333333,57.0,7.266666667,0.617099444,5.674635833,5.063229722,59.0,4.0,9.0,1.586004858,21.83763333,1.474,15.996094,89.13620274,10.86379726,Sunday,False,yellow
2020-03-30,7.676938057,,73.0,46.148475,156.0,64.0,,1814.994739,48.0,2.144056667,20.71281501,7.0394075,68.00470695,,,1.167889167,11.28247804,13.83333333,100.0,2.966666667,0.541153333,10.87956722,10.35135333,51.0,5.0,10.0,0.919154209,20.3476,2.40325,16.816406,95.03187512,4.968124876,Monday,False,yellow
2020-04-02,7.500069543,,72.0,51.04085,176.0,67.0,,1817.037375,54.0,1.694085278,25.01987245,3.695891389,54.58446063,,,1.380982222,20.39566692,11.7,88.0,4.3,0.625921667,7.389496944,6.770958889,,5.0,7.0,0.947290465,13.89085,0.0,16.523438,91.53803199,8.461968014,Thursday,False,yellow
2020-04-03,6.193416691,,69.0,47.71329,162.0,63.0,,2082.161023,35.0,0.892494722,25.23453808,1.818652778,51.42087861,1.0,1.951815556,0.825650833,23.34458331,6.766666667,42.0,2.85,0.393295,3.926129167,3.536798333,,1.0,4.0,1.018815182,7.9468,1.5381,15.996094,89.9927313,10.0072687,Friday,True,yellow
2020-04-04,11.26525608,,75.0,65.653495,171.0,64.0,,2320.95086,91.0,1.702357778,21.03889682,4.678464167,57.81964647,,,1.710656389,21.14145671,13.56666667,100.0,4.65,0.842761667,8.923045,8.091478333,,7.0,15.0,1.681040497,32.25173333,0.0,15.732422,90.56705812,9.432941881,Saturday,False,green
2020-04-05,4.551361109,,73.0,43.042462,145.0,72.0,,1965.122434,41.0,1.134466944,14.13726311,5.889677778,73.39475582,,,1.000512778,12.46798107,13.06666667,100.0,4.55,0.504529444,8.520098333,8.0246575,64.0,5.0,14.0,1.643173524,28.2624,1.73035,16.757812,94.08467129,5.915328715,Sunday,False,yellow
2020-04-06,5.579697249,,72.0,37.14673,154.0,70.0,,1795.060167,36.0,1.142754167,18.22759272,3.499371667,55.81701068,,,1.627238333,25.95539659,12.86666667,81.0,6.033333333,0.564148889,6.825531389,6.269364167,62.0,3.0,8.0,1.172069916,16.88695,2.771766667,15.9375,91.74437973,8.255620269,Monday,False,yellow
2020-04-07,6.052098142,,71.0,62.47898,154.0,63.0,,1978.819284,90.0,1.735786667,22.71518004,4.379567778,57.31272886,,,1.526172778,19.97209109,13.01666667,90.0,4.583333333,0.814413889,8.446665,7.641527222,89.0,5.0,9.0,1.065509287,19.3703,3.28445,15.527344,90.36873746,9.631262543,Tuesday,False,green
2020-04-08,8.066787218,,76.0,46.86013,171.0,64.0,,1923.232128,50.0,0.834206944,17.88586427,3.704996389,79.4371984,,,0.124853889,2.67693733,10.21666667,56.0,5.083333333,0.470306667,5.128828333,4.664057222,62.0,1.0,8.0,1.559810444,16.83886667,1.73035,15.512695,90.84002075,9.159979247,Wednesday,False,yellow
2020-04-09,10.2742607,,76.0,52.290205,173.0,63.0,,1094.76239,61.0,0.767896667,16.13573021,3.874244444,81.40908255,,,0.116841944,2.455187234,8.733333333,50.0,3.366666667,0.611213056,5.364348056,4.758983056,50.0,1.0,9.0,1.677743485,21.85366667,1.602183333,16.640625,88.61842207,11.38157793,Thursday,False,yellow
2020-04-10,12.54673748,,84.0,,171.0,,,1968.289027,,,,,,,,,,,,,,,,,,,,,,,,,Friday,False,
2020-04-11,6.451956377,,75.0,36.07641,169.0,70.0,,869.6479287,34.0,1.276174444,26.30194312,3.267024167,67.33333688,,,0.308817222,6.364720002,11.93333333,49.0,6.833333333,0.258818333,5.105329722,4.852015833,49.0,1.0,7.0,1.371116143,15.3969,0.0,15.996094,94.93588865,5.064111354,Saturday,False,yellow
2020-04-14,4.464677597,,79.0,,146.0,,,1193.304875,,,,,,,,,,,,,,,,,,,,,,,,,Tuesday,False,
2020-04-15,2.476545533,,66.0,53.854275,115.0,67.0,,682.1970019,75.0,1.752098333,24.21667548,4.748785,65.63546297,,,0.734206944,10.14786155,12.98333333,75.0,4.733333333,1.034470278,8.259745,7.235090278,,3.0,16.0,1.937105807,36.7539,0.0,16.464844,87.49062576,12.50937424,Wednesday,False,green
2020-04-20,7.157600941,,79.0,,147.0,,,1413.537458,,,,,,1.0,1.360116389,,,,,,,,,,,,,,,,,,Monday,True,
2020-04-21,6.452636085,,74.0,60.438037,148.0,67.0,,2024.067224,94.0,1.710123056,27.12817944,3.867551389,61.35209261,,,0.726187778,11.51972794,8.833333333,82.0,1.783333333,0.746502222,7.042358889,6.303862222,,3.0,12.0,1.703974505,27.79771667,1.730333333,16.640625,89.41186334,10.58813666,Tuesday,False,green
2020-04-22,8.87638193,,76.0,47.139026,164.0,68.0,,2270.962717,68.0,1.919208611,23.53755884,4.725278611,57.9517634,,,1.509326111,18.51067776,12.4,94.0,2.55,1.705035278,9.8475,8.153813333,,6.0,15.0,1.523229246,36.28926667,1.121533333,16.40625,82.70553342,17.29446658,Wednesday,False,green
2020-04-23,5.29195227,,70.0,85.48108,151.0,58.0,,1857.358623,95.0,1.385261111,21.06959544,4.171806111,63.45249015,,,1.017625278,15.47791441,12.28333333,81.0,4.266666667,1.4678825,8.032770278,6.5746925,,3.0,15.0,1.867350799,32.7805,2.46735,16.49414,81.74860042,18.25139958,Thursday,False,green
2020-04-24,7.167814402,,73.0,78.573324,152.0,63.0,,2040.877917,87.0,1.551835,27.88915617,3.470771111,62.37575358,1.0,2.561425278,0.541689167,9.735090243,9.8,66.0,3.7,0.545428056,6.104018611,5.564295278,64.0,3.0,14.0,2.293570989,30.72971667,1.714333333,16.523438,91.07278635,8.927213653,Friday,True,green
2020-04-25,8.551244959,,75.0,57.296827,164.0,63.0,,2133.591603,63.0,1.660658333,22.52083482,4.244813056,57.56556405,,,1.468404167,19.91360114,11.73333333,100.0,4.033333333,0.3336825,7.698449722,7.373875556,79.0,5.0,7.0,0.909273978,13.89085,0.0,16.289062,95.67071052,4.329289479,Saturday,False,yellow
2020-04-26,12.82842351,,81.0,54.400038,168.0,67.0,,2649.709785,52.0,1.343021389,18.65766944,5.021534722,69.76071692,,,0.833670833,11.58161364,12.18333333,92.0,4.483333333,0.509078333,7.69845,7.198226944,81.0,4.0,8.0,1.039170223,15.38086667,0.0,16.669922,93.39485962,6.605140383,Sunday,False,yellow
2020-04-27,5.842929655,,74.0,40.427424,142.0,73.0,,1957.132431,23.0,0.850517222,18.95152023,3.136817222,69.89565115,1.0,1.098354167,0.500523056,11.15282862,11.26666667,53.0,6.55,0.226464167,4.709325833,4.4878575,64.0,1.0,6.0,1.274067714,12.41686667,1.041416667,17.285156,95.19625128,4.803748719,Monday,True,red
2020-04-28,5.219445084,,74.0,57.11265,164.0,70.0,,724.0108687,38.0,0.667632222,26.69736867,1.524560556,60.96433614,,,0.308548889,12.33829519,9.916666667,29.0,7.033333333,0.392769722,2.890323333,2.500741667,62.0,1.0,6.0,2.075892317,13.42621667,0.0,16.801758,86.42584495,13.57415505,Tuesday,False,yellow
2020-04-29,5.33018379,,72.0,56.80592,147.0,60.0,,1799.629868,51.0,1.827499444,28.86043028,3.2536575,51.38275457,,,1.251040556,19.75681516,12.4,60.0,5.616666667,0.461216944,6.7854775,6.3321975,69.0,4.0,6.0,0.884241382,11.40748333,1.6182,16.171875,93.2108228,6.789177198,Wednesday,False,yellow
2020-04-30,14.05574426,,80.0,61.760582,172.0,63.0,,2896.992962,59.0,1.217886944,20.15758193,3.538947778,58.57409845,,,1.284995833,21.26831962,10.9,65.0,4.233333333,0.628324167,6.663445,6.041830556,67.0,2.0,13.0,1.950942793,29.7524,1.1696,16.40625,90.58006609,9.419933912,Thursday,False,yellow
2020-05-01,6.085664065,,73.0,39.801788,169.0,69.0,,1905.01611,26.0,1.001313611,22.1427528,2.903402778,64.20498961,,,0.617366389,13.65225758,11.16666667,47.0,6.5,0.164427778,4.681020833,4.522082778,76.0,3.0,4.0,0.854514462,7.93075,1.842516667,16.582031,96.49146682,3.508533179,Friday,False,red
2020-05-02,4.812888328,,73.0,51.929325,140.0,67.0,,1627.425418,51.0,0.976448611,22.19522827,2.613839444,59.41404645,1.0,1.212534722,0.809074722,18.39072527,10.91666667,45.0,6.233333333,0.279667222,4.673811111,4.399362778,83.0,1.0,7.0,1.497707082,15.38085,1.249683333,16.171875,94.02296582,5.977034176,Saturday,True,yellow
2020-05-03,5.447339994,,71.0,47.976915,141.0,68.0,,1409.933933,54.0,1.660122778,24.87985824,4.261648611,63.8682962,,,0.750785833,11.25184556,12.2,77.0,4.616666667,0.916279167,7.579354722,6.672557222,71.0,2.0,12.0,1.583248237,30.82578333,2.38725,16.113281,87.92595966,12.07404034,Sunday,False,yellow
2020-05-04,5.836113076,,74.0,,144.0,,,1363.74234,,,,,,,,,,,,,,,,,,,,,,,,,Monday,False,
2020-05-05,5.241237427,,72.0,41.43334,156.0,65.0,,2028.490697,44.0,1.44328,20.19528741,4.9942625,69.88288244,,,0.709075278,9.921830156,9.2,80.0,1.733333333,0.328063056,7.466134444,7.146617778,41.0,3.0,8.0,1.071504948,17.86425,1.65025,16.31836,95.61100918,4.388990819,Tuesday,False,yellow
2020-05-06,6.348496683,,73.0,62.94112,157.0,66.0,,2103.984767,77.0,2.227741944,28.30919318,4.112477222,52.25960414,,,1.529104167,19.43120268,12.01666667,90.0,3.583333333,0.563350833,8.423166944,7.869323333,,5.0,8.0,0.949761539,17.8803,1.73035,16.40625,93.31942843,6.680571574,Wednesday,False,green
2020-05-07,7.017329963,,73.0,51.27656,153.0,70.0,,1989.331335,51.0,1.234998611,20.30959885,2.894048333,47.59273425,,,1.951814722,32.0976669,11.93333333,74.0,5.566666667,0.292238889,6.365974167,6.080861667,61.0,5.0,9.0,1.41376634,17.36756667,0.0,16.054688,95.41449431,4.585505694,Thursday,False,yellow
2020-05-08,12.62472355,,80.0,40.83529,160.0,71.0,,2874.626087,19.0,0.091431667,8.529988447,0.826451389,77.10261725,1.0,3.320501944,0.154001944,14.3673943,6.283333333,12.0,5.166666667,0.045716111,1.116181944,1.071885,38.0,1.0,0.0,0.0,0.0,2.7237,16.816406,95.90944294,4.090557056,Friday,True,red
2020-05-09,6.26532045,,77.0,59.043754,159.0,64.0,,1571.883076,52.0,0.425658333,17.61073784,1.874270833,77.54409982,,,0.117109444,4.845162337,12.71666667,30.0,10.06666667,0.2347525,2.648395,2.417038611,49.0,1.0,4.0,1.510348721,7.94675,1.554116667,16.259766,91.14739849,8.852601512,Saturday,False,yellow
2020-05-10,4.11556019,,69.0,61.940372,139.0,63.0,,1817.519004,75.0,1.794077778,22.22297308,4.459254167,55.23611436,,,1.819745278,22.54091256,13.75,77.0,5.033333333,0.641964444,8.704348333,8.073077222,44.0,7.0,11.0,1.26373619,26.80438333,0.0,16.347656,92.6338339,7.366166095,Sunday,False,green
2020-05-11,10.12268894,,77.0,69.30061,162.0,58.0,,2361.722111,87.0,2.211180556,25.87935683,4.2552525,49.80289717,,,2.077753611,24.317746,13.91666667,96.0,4.783333333,0.603728611,9.136668611,8.544186667,56.0,9.0,6.0,0.656694497,11.39146667,2.675616667,16.78711,93.40036945,6.599630547,Monday,False,green
2020-05-12,4.595746503,,72.0,49.219113,142.0,68.0,,1750.863595,43.0,0.983936111,16.72046982,3.916748333,66.5590698,,,0.983935556,16.72046038,13.0,73.0,6.616666667,0.506130556,6.383331944,5.88462,68.0,3.0,14.0,2.193211965,28.80708333,1.281733333,16.933594,92.08026426,7.919735736,Tuesday,False,yellow
2020-05-13,5.044498985,,73.0,72.37226,143.0,66.0,,1871.718806,85.0,1.6521025,23.76088284,4.108178889,59.08468588,,,1.192753611,17.15443128,13.28333333,77.0,5.25,1.088206944,8.031968889,6.953035,85.0,3.0,9.0,1.120522269,18.85755,1.201633333,16.113281,86.46717818,13.53282182,Wednesday,False,green
2020-05-14,4.386197702,,71.0,45.41142,138.0,66.0,,1903.596663,38.0,1.643549444,22.61268261,4.364071944,60.04283844,,,1.2606425,17.34447895,13.15,82.0,5.016666667,0.875649444,8.134508056,7.268263889,88.0,5.0,11.0,1.352263705,23.82431667,1.474,16.347656,89.24780497,10.75219503,Thursday,False,yellow
2020-05-15,5.479175115,,77.0,54.19631,144.0,66.0,,1956.67776,53.0,1.309866111,19.28440983,4.665664444,68.68991,,,0.816827222,12.02568017,14.76666667,79.0,5.916666667,2.067598333,8.850413611,6.792357778,73.0,3.0,11.0,1.242879766,24.32098333,2.435316667,16.230469,76.6635601,23.3364399,Friday,False,yellow
2020-05-16,13.4641687,,89.0,40.430997,160.0,63.0,,2583.323608,30.0,1.226444722,21.03173017,4.271273611,73.24608476,,,0.333683611,5.722185064,12.86666667,66.0,6.45,0.589818889,6.4137725,5.831401944,78.0,1.0,11.0,1.715059273,21.30891667,3.332516667,16.289062,90.81453661,9.185463391,Saturday,False,red
2020-05-17,6.817168082,,81.0,,160.0,,,1503.240698,,,,,,,,,,,,,,,,,,,,,,,,,Sunday,False,
2020-05-18,8.061074026,,72.0,38.08915,150.0,70.0,,2618.662147,33.0,1.1093325,17.56935437,4.837583333,76.61653821,,,0.367103889,5.814107416,13.48333333,69.0,6.65,0.5256575,6.8322075,6.314019722,,1.0,8.0,1.170924624,16.37425,0.0,16.347656,92.31458616,7.685413842,Monday,False,red
2020-05-19,5.972990577,,72.0,47.88009,143.0,69.0,,1841.695461,47.0,1.659588889,23.81400228,4.642275556,66.61358209,,,0.667098056,9.572415629,12.98333333,77.0,5.383333333,0.643299722,7.604321944,6.9689625,80.0,3.0,11.0,1.446545804,28.29445,1.07345,16.611328,91.54916497,8.450835027,Tuesday,False,yellow
2020-05-20,4.355360557,,67.0,115.99309,139.0,57.0,,1878.544941,97.0,1.701831667,21.90299871,4.437586389,57.11284546,,,1.630438889,20.98415583,12.41666667,87.0,3.916666667,0.737146389,8.497401111,7.769856944,68.0,5.0,19.0,2.235977772,42.2173,1.634216667,16.347656,91.33482896,8.665171036,Wednesday,False,green
2020-05-21,9.533269165,,72.0,65.65316,168.0,63.0,,2268.673724,75.0,1.685794167,23.35970654,4.964048056,68.78580322,,,0.566833056,7.854490243,12.36666667,86.0,4.45,0.718163611,7.924890556,7.216675278,82.0,2.0,20.0,2.523694158,42.71398333,0.0,16.31836,90.94923512,9.050764876,Thursday,False,green
2020-05-22,4.313051865,,71.0,52.184276,138.0,67.0,,1899.172489,57.0,1.326975833,19.01761929,5.342088333,76.56040115,,,0.308548611,4.421979564,13.08333333,81.0,5.65,0.459346667,7.429284722,6.977612778,80.0,1.0,6.0,0.80761476,11.90416667,0.0,17.021484,93.82346145,6.176538545,Friday,False,yellow
2020-05-23,6.603258139,,74.0,52.54379,145.0,63.0,,2070.54427,55.0,1.427239444,18.86621926,4.394535556,58.08995237,,,1.743277778,23.04382836,14.81666667,87.0,6.5,0.767897778,8.323564722,7.565052778,60.0,4.0,7.0,0.840985832,13.39418333,0.0,16.699219,90.78480338,9.215196618,Saturday,False,yellow
2020-05-24,5.637891317,,71.0,52.10814,152.0,67.0,,1657.528471,52.0,1.117621111,21.53536797,3.571026111,68.80986818,,,0.501053333,9.654763853,13.13333333,62.0,7.45,0.492505278,5.676238056,5.189700556,70.0,2.0,11.0,1.937903219,22.33456667,1.474,15.966797,91.33249847,8.667501534,Sunday,False,yellow
2020-05-25,8.98282636,,76.0,52.206688,146.0,62.0,,2296.003469,60.0,1.593011944,17.61578627,6.239948889,69.00237397,,,1.210132222,13.38183976,13.53333333,98.0,3.983333333,0.520571389,9.553234722,9.043093056,62.0,5.0,11.0,1.151442451,23.82431667,2.17895,16.582031,94.55677903,5.443220974,Monday,False,yellow
2020-05-26,5.907282839,,71.0,44.947363,150.0,65.0,,1863.089742,47.0,1.426436944,22.27279275,4.310590556,67.30678873,,,0.667364444,10.42041852,12.9,81.0,5.966666667,0.533944167,6.929406389,6.404391944,76.0,2.0,8.0,1.154500047,16.8709,0.0,16.464844,92.30443498,7.695565019,Tuesday,False,yellow
2020-05-27,11.33131621,,80.0,40.761083,157.0,67.0,,2446.1915,40.0,1.385263056,19.7243919,4.828492778,68.75162336,,,0.809340556,11.52398473,12.6,81.0,4.8,0.792229444,7.806596944,7.023096389,75.0,2.0,11.0,1.409064677,23.31165,1.474016667,15.8203125,89.86312968,10.13687032,Wednesday,False,yellow
2020-05-28,4.597110777,,74.0,40.137142,133.0,72.0,,2003.660476,29.0,1.384996111,23.65408428,3.5296,60.28136484,,,0.940613056,16.06455088,12.53333333,67.0,6.066666667,0.609077222,6.456230833,5.855209167,82.0,5.0,11.0,1.703780469,24.8177,1.490033333,16.875,90.57781191,9.42218809,Thursday,False,red
2020-05-29,5.569352653,,77.0,31.871263,148.0,74.0,,1764.06376,15.0,0.650788889,16.96644947,3.009820556,78.46779384,,,0.175130556,4.565756687,12.46666667,43.0,7.916666667,0.666830556,4.543234167,3.83574,69.0,1.0,12.0,2.641290226,25.77903333,0.0,16.582031,85.19000319,14.80999681,Friday,False,red
2020-05-30,6.079505313,,74.0,29.951354,153.0,70.0,,1903.386366,18.0,1.535258889,25.15665639,3.791884167,62.13357744,,,0.775650833,12.70976617,12.06666667,61.0,5.7,0.279934722,6.375053611,6.102793889,80.0,4.0,7.0,1.098029982,14.8842,1.7624,16.816406,95.61418416,4.385815836,Saturday,False,red
2020-05-31,12.35721563,,85.0,53.37982,165.0,65.0,,2499.553265,66.0,1.176711667,18.60337312,4.831175833,76.37909027,,,0.317372222,5.01753661,12.51666667,68.0,5.266666667,0.919219167,7.2362225,6.325259722,83.0,1.0,11.0,1.520130151,28.77508333,2.61155,17.519531,87.3114522,12.6885478,Sunday,False,yellow
2020-06-01,5.113964927,,70.0,46.766445,141.0,65.0,,1102.306475,60.0,0.767897222,10.43192981,4.474194444,60.78219983,,,2.118935833,28.78587036,13.21666667,79.0,5.466666667,0.409348056,7.760934722,7.3610275,81.0,5.0,12.0,1.546205506,24.33701667,0.0,17.050781,94.73193988,5.268060117,Monday,False,yellow
2020-06-06,6.702816788,,74.0,47.652792,150.0,63.0,,1901.873441,55.0,1.243286944,20.69798274,3.528250278,58.73757757,,,1.235265278,20.5644397,11.06666667,69.0,4.383333333,0.686878611,6.685875556,6.0068025,,3.0,12.0,1.794828501,27.81373333,2.643583333,16.054688,89.73840254,10.26159746,Saturday,False,yellow
2020-06-07,9.301246585,,74.0,50.30456,158.0,63.0,,2158.864359,61.0,1.351573889,19.03315125,5.349066667,75.3266956,,,0.400516111,5.640153146,11.08333333,79.0,3.333333333,0.658540556,7.751054722,7.101156667,,1.0,13.0,1.677191101,27.7817,1.457983333,16.464844,91.5133215,8.486678497,Sunday,False,yellow
2020-06-08,9.552992025,,74.0,36.38721,165.0,74.0,,2248.958551,37.0,0.700518889,11.37698088,4.847740278,78.73113677,1.0,2.257152222,0.609076389,9.891882347,9.733333333,69.0,3.216666667,0.375393056,6.524856944,6.157335556,,2.0,10.0,1.532600651,20.82831667,1.490016667,16.875,94.25365605,5.746343954,Monday,True,yellow
2020-06-09,9.749326706,,80.0,39.221797,168.0,67.0,,2168.830244,42.0,1.126159167,23.44930992,3.484927222,72.56446593,1.0,0.994349722,0.191439444,3.986224147,9.95,70.0,4.933333333,0.217105833,5.014807222,4.802525833,75.0,1.0,7.0,1.39586622,12.89748333,0.0,16.230469,95.67486525,4.325134746,Tuesday,True,yellow
2020-06-10,5.739439691,,73.0,54.79239,139.0,63.0,,2019.85078,65.0,0.6756425,12.72009349,3.245637778,61.10452788,,,1.390335556,26.17537863,10.56666667,63.0,5.05,0.220310556,5.525634167,5.311615833,80.0,4.0,3.0,0.542924108,5.944033333,1.682283333,16.464844,96.01747131,3.98252869,Wednesday,False,yellow
2020-06-11,7.16782993,,77.0,41.7907,143.0,67.0,,1834.674317,27.0,0.391969444,12.95170552,1.783640833,58.9362032,,,0.850782222,28.11209128,9.566666667,33.0,6.45,0.090897222,3.113826667,3.0263925,70.0,2.0,2.0,0.64229651,3.476716667,1.9226,16.992188,97.08409451,2.915905492,Thursday,False,red
2020-06-12,6.097832484,,74.0,57.83933,145.0,65.0,,1748.164511,63.0,0.817359722,20.96706466,1.6352575,41.94793162,,,1.445685833,37.08500372,8.333333333,38.0,3.883333333,0.561749444,4.455381111,3.898303056,64.0,4.0,5.0,1.122238452,11.4075,2.643583333,16.699219,87.40486924,12.59513076,Friday,False,yellow
2020-06-13,12.23476736,,78.0,72.4824,168.0,59.0,,2612.326861,94.0,1.167610278,14.95028016,4.756560556,60.90380864,,,1.885785,24.1459112,9.883333333,77.0,1.45,0.634211667,8.433848333,7.809955833,54.0,6.0,13.0,1.541407847,26.78836667,0.0,16.992188,92.48935236,7.510647635,Saturday,False,green
2020-06-14,5.842110261,,72.0,39.47562,153.0,65.0,,1289.515887,34.0,1.201042222,22.00994719,3.788404167,69.42518266,,,0.467369167,8.56487015,9.866666667,59.0,4.016666667,0.397845278,5.847938056,5.456815556,74.0,1.0,5.0,0.855002217,9.901433333,3.34855,17.226562,93.20464004,6.795359955,Sunday,False,yellow
2020-06-15,5.149142489,,74.0,,144.0,,,929.0497818,,,,,,,,,,,,,,,,,,,,,,,,,Monday,False,
2020-06-16,5.517348077,,71.0,33.817135,156.0,65.0,,1901.379791,36.0,1.176442222,18.28463925,3.639462222,56.56567959,,,1.618142222,25.14968116,8.916666667,69.0,1.883333333,0.609077222,7.035416667,6.434046667,,5.0,7.0,0.994965946,17.8963,0.0,16.552734,91.35217225,8.647827751,Tuesday,False,yellow
2020-06-17,6.529090149,,70.0,74.15085,154.0,62.0,,1976.948317,93.0,1.0267125,15.00940361,4.079305833,59.6349491,1.0,1.223751944,1.734443333,25.35564729,9.4,74.0,1.783333333,0.7836725,7.617006389,6.840461667,85.0,4.0,6.0,0.787711037,12.3688,0.0,17.167969,89.72116069,10.27883931,Wednesday,True,green
2020-06-18,12.49606137,,83.0,64.95306,170.0,61.0,,2518.469262,82.0,1.467878889,18.40185597,5.198525,65.170573,,,1.310394167,16.42757103,10.46666667,100.0,1.883333333,0.617362222,8.583651944,7.976798056,,6.0,14.0,1.631007419,32.26766667,0.0,16.933594,92.81649164,7.183508362,Thursday,False,green
2020-06-19,4.943461957,,72.0,53.174473,146.0,64.0,,1876.642231,62.0,1.776966944,22.44366254,5.038375278,63.63629602,,,1.102113056,13.92004144,11.78333333,98.0,3.133333333,0.751319722,8.658152778,7.917455278,64.0,7.0,16.0,1.847969239,32.76448333,0.0,16.523438,91.33303469,8.666965312,Friday,False,yellow
2020-06-20,10.60831002,,80.0,45.628224,174.0,67.0,,2123.308054,44.0,1.167353889,17.4522092,4.529282222,67.71381123,,,0.992224167,14.83397956,10.36666667,85.0,3.1,0.593035,7.273873611,6.688860278,81.0,5.0,11.0,1.512261635,23.8404,0.0,17.050781,91.85603504,8.143964962,Saturday,False,yellow
2020-06-21,6.33300693,,72.0,60.15165,152.0,67.0,,2105.465249,73.0,1.985253333,25.57531204,5.217783333,67.21884542,1.0,1.5852475,0.559345,7.205842537,10.15,89.0,2.033333333,0.350526944,8.104601111,7.762381667,81.0,2.0,7.0,0.863706912,14.38755,0.0,16.816406,95.67939242,4.32060758,Sunday,True,green
2020-06-22,12.97300731,,85.0,61.796084,165.0,60.0,,2420.550899,76.0,0.600521944,11.16749179,4.068082222,75.65131507,,,0.708806944,13.18119314,9.633333333,80.0,3.916666667,0.338489167,5.70935,5.377411111,73.0,3.0,8.0,1.401210295,18.37695,1.7624,16.171875,94.0781128,5.921887196,Monday,False,green
2020-06-23,11.20277489,,78.0,46.80628,164.0,67.0,,2324.160399,44.0,1.568415,25.15887788,4.023396667,64.53913372,,,0.642230278,10.3019884,8.916666667,69.0,1.933333333,0.751592222,6.977738333,6.234041944,72.0,3.0,15.0,2.149693681,32.79653333,0.0,17.050781,89.24088774,10.75911226,Tuesday,False,yellow
